,주종,상품명,생산국가,제조사,주원료,용량,도수
715,전통주,선운산 복분자와인,대한민국,㈜선운산복분자주 흥진,"복분자(고창산), 구연산, 과당, 아스파탐, 주정, 정제수",300ml,13
716,전통주,샹스프랑보아즈,대한민국,㈜선운산복분자주 흥진,"복분자(고창산), 구연산, 과당, 구연산, 아스파탐, 주정, 정제수",500ml,13
717,전통주,미담,대한민국,㈜성광주조,국내산 쌀,750ml,6
718,전통주,수성 프리미엄 백주43,대한민국,㈜수성주류,"수수, 정제수",500ml,43
719,전통주,혼디주,대한민국,㈜시트러스,"제주산감귤, 백설탕, 구연산, 무수아황산",330ml,12
720,전통주,한청,대한민국,주식회사 초가,"정제수, 철원오대미, 정제효소제, 효모, 정제주정, 기타과당, 젖산",300ml,15
721,전통주,고향생막걸리,대한민국,㈜찬우물,국내산 쌀,750ml,6
722,전통주,고향인삼막걸리,대한민국,㈜찬우물,"국내산쌀90%, 국내산인삼10%",750ml,6
723,전통주,SSOA-포도,대한민국,㈜포천조술당,국내산 포도,355ml,5
724,전통주,고리진,대한민국,㈜하우스오브헤리티지,"노간주열매, 유자, 복분자, 오미자, 구기자, 인삼, 우엉, 생강, 감초, 산초",500ml,47
725,전통주,금과 명주,대한민국,㈜한국애플리즈,"사과증류주, 고과당, 사과향, 카라멜",750ml,40
726,전통주,애피소드호프,대한민국,㈜한국애플리즈,"사과과즙, 보리, 쌀, 홉",500ml,3.5
727,전통주,The 찾을수록,대한민국,㈜한국애플리즈,"사과와인, 정제수, 정제주정 외 제품별 농축액 (복숭아, 포도, 사과, 감귤, 생강, 커피향 등)",360ml,14
728,전통주,애피소드 상그리아,대한민국,㈜한국애플리즈,"포도와인, 정제주정, 정제수, 포도농축액, 고과당",500ml,3.5
729,전통주,애피소드 애플,대한민국,㈜한국애플리즈,사과,500ml,3.5
730,전통주,한스오차드 사과와인,대한민국,㈜한국애플리즈,사과,750ml,11
731,전통주,프리미엄 애플와인 한스오차드,대한민국,㈜한국애플리즈,국내산 사과,750ml,11
732,전통주,"화요 41%, 25%, 17%",대한민국,㈜화요,국내산 쌀,"375ml, 500ml, 750ml",41
733,전통주,죽향41,대한민국,죽향도가,"정제수, 쌀(국내산), 벌꿀, 조제종국, 정제효소, 젖산",375ml,41
734,전통주,대대포9,대한민국,죽향도가,"정제수, 쌀, 정제효소, 젖산, 종국, 효모, 물엿, 은행나무견과, 우유함유",600ml,9
735,전통주,청명주,대한민국,중원당,국내산 쌀,500ml,17
736,전통주,청명주 750,대한민국,중원당,"찹쌀,누룩,소맥분",750ml,17
737,전통주,호호막걸리,대한민국,중원당,"정제수, 찹쌀(국내산), 멥쌀(국내산), 단호박(국내산), 누룩(국내산), 밀함유",375ml,9
738,전통주,보은주,대한민국,중원당,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산)",375ml,10
739,전통주,선희주,대한민국,중원당,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수, 밀함유",375ml,12
740,전통주,지리산 정담 생쌀 막걸리,대한민국,지리산 운봉주조,"쌀(국내산), 종국, 정제수, 누룩, 효모",750ml,6
741,전통주,지리산 허브잎술 쌀 막걸리,대한민국,지리산 운봉주조,"쌀(국내산), 입국, 정제수, 효모, 곡자, 국내산허브(로즈마리, 라벤다잎줄기추출액, 울금) 등",750ml,6
742,전통주,야관문 쌀 막걸리,대한민국,지리산 운봉주조,"팽화미, 입국, 효모, 곡자(밀), 정제수, 야관문잎 줄기 추출액 등",750ml,6
743,전통주,지평 이랑이랑,대한민국,지평주조,"정제수, 쌀, 자일리톨, 국, 효모, 레몬농축액, 허브류",750ml,5
744,전통주,지평 생 옛막걸리,대한민국,지평주조,"밀, 정제수, 국, 분말종국, 효모, 정제효소 등","1,700ml",5
745,전통주,지평 생 쌀막걸리,대한민국,지평주조,"쌀(국내산), 정제수, 국, 효모, 정제효소 등","700ml, 1,700ml",5
746,전통주,예천주복 만월40,대한민국,착한농부,"복분자증류원액, 복분자과즙, 정제수",350ml,40
747,전통주,막시모 40,대한민국,착한농부,"국내산 오미자 증류원액, 국내산 오미자 원액, 정제수",500ml,40
748,전통주,참주가 동해밤바다,대한민국,참주가,"증류원액[쌀(국내산), 입국(국내산), 효모], 정제수, 주정, 매실(국내산), 과당, 효소처리스테비아, 에리스라톨, L-아스파라간산(영양강화제)",360ml,17.2
749,전통주,참주가 청화랑,대한민국,참주가,"증류원액[쌀(국내산), 블루베리(국내산), 입국(국내산), 효모], 정제수, 주정, 과당, 효소처리스테비아, 에리스리톨, L-아스파라간산(영양강화제)",360ml,17
750,전통주,참주가 서해밤바다,대한민국,참주가,"증류원액[쌀(국내산), 입국(국내산), 효모], 정제수, 주정, 매실(국내산), 과당, 효소처리스테비아, 에리스라톨, L-아스파라간산(영양강화제)",360ml,17.1
751,전통주,감그린 아이스와인,대한민국,청도감와인,감(국내산),375ml,10
752,전통주,감그린 스페셜,대한민국,청도감와인,감(국내산),750ml,12
753,전통주,감그린 레귤러,대한민국,청도감와인,감(국내산),750ml,12
754,전통주,편백숲 산소막걸리 스파클링,대한민국,청산녹수,"찹쌀, 맵쌀, 누룩",940ml,6.8
755,전통주,편백숲 산소막걸리 딸기 스파클링,대한민국,청산녹수,"찹쌀, 멥쌀, 누룩, 딸기, 올리고당",940ml,6.8
756,전통주,편백숲 산소막걸리 순수령 8%,대한민국,청산녹수,"찹쌀, 맵쌀, 누룩",750ml,8
757,전통주,편백숲 산소막걸리 순수령,대한민국,청산녹수,"찹쌀, 맵쌀, 누룩",750ml,5.8
758,전통주,편백숲 산소막걸리,대한민국,청산녹수,"쌀, 사과농축액,누룩,올리고당,아스파탐",750ml,5.2
759,전통주,생탁주,대한민국,청산녹수,"쌀, 올리고당, 사과농축액, 아스파탐, 효모, 정제수",750ml,6
760,전통주,꿀막걸리,대한민국,청산녹수,"쌀(국내산), 벌꿀(국내산), 사과농축액, 효모, 정제효소",750ml,8
761,전통주,사미인주,대한민국,청산녹수,"유기농 햅쌀, 벌꿀",750ml,8
762,전통주,G12 골디락스,대한민국,청산녹수,"정제수, 멥쌀(국내산), 찹쌀(국내산), 누룩, 종국, 효모, 밀함유",500ml,12
763,전통주,52C,대한민국,청산녹수,"정제수, 주정, 증류식소주원액, 오이",500ml,17.5
764,전통주,주산지 막걸리,대한민국,청송양조장,"쌀(국내산), 밀가루, 누룩, 입국, 효모, 고과당, 물엿, 아스파탐, 삭카린나트륨, 정제수",750ml,6
765,전통주,청양둔송구기주,대한민국,청양둔송구기주,"쌀, 누룩, 구기자, 감초, 두충껍질",700ml,16
766,전통주,유자향주,대한민국,청정영농조합법인,"쌀(국내산), 유자(고흥산), 아스파탐",750ml,6
767,전통주,미인약주,대한민국,최행숙전통주가,"찹쌀, 누룩, 정제수",500ml,15
768,전통주,아황주,대한민국,최행숙전통주가,"찹쌀, 멥쌀, 누룩, 정제수",500ml,17
769,전통주,미인탁주,대한민국,최행숙전통주가,"찹쌀, 누룩, 정제수",500ml,10
770,전통주,대통대잎술,대한민국,추성고을,"쌀, 누룩, 갈근, 구기자, 솔잎, 진피 등",700ml,15
771,전통주,르깔롱,대한민국,추성고을,"정제수, 주정, 고과당, 죽력, 메론후레바, 레이지라임, 코코넛향, 윌튼스카이아이싱칼라",500ml,16
772,전통주,티나(TINA),대한민국,추성고을,딸기(국내산),750ml,16
773,전통주,추성주,대한민국,추성고을,"국내산 쌀, 국내산 한약재",350ml,25
774,전통주,타미앙스,대한민국,추성고을,"국내산 쌀, 국내산 한약재",400ml,40
775,전통주,대통주,대한민국,추성고을,"국내산 쌀, 국내산 매실농축액, 국내산 대나무잎",360ml,11
776,전통주,담양 죽력고,대한민국,추성고을,"정제수, 국내산 쌀, 누룩, 죽력, 계피, 석창포, 생강, 효모",350ml,25
777,전통주,대잎술,대한민국,추성고을,"쌀, 누룩, 댓잎, 솔잎, 진피, 갈근, 오미자, 구기자, 죽력 등",300ml,12
778,전통주,순향주,대한민국,추연당,"쌀, 누룩, 정제수",375ml,15
779,전통주,백년향,대한민국,추연당,"쌀,누룩,정제수",500ml,10
780,전통주,소여강,대한민국,추연당,"쌀(경기미), 누룩(국내산), 물(정제수)",375ml,42
781,전통주,소여강 25%,대한민국,추연당,"쌀증류주원액(국내 여주쌀), 정제수",375ml,25
782,전통주,석탄주 탁주,대한민국,케이소주,"국내산 찹쌀, 누룩, 정제수",500ml,15
783,전통주,방문주 탁주,대한민국,케이소주,"국내산 찹쌀, 누룩, 정제수",500ml,15
784,전통주,방문주 약주,대한민국,케이소주,"국내산 찹쌀, 누룩, 정제수",500ml,15
785,전통주,두리향,대한민국,케이소주,"국내산 찹쌀, 누룩, 정제수",500ml,43
786,전통주,석탄주 약주,대한민국,케이소주(전주가양주연구소),"국내산 찹쌀, 누룩, 정제수",500ml,15
787,전통주,"코이버펑크, 머스캣 베일리 에이 2017",대한민국,코이버펑크,머스캣 벨일리 베이 포도품종 100% (경북 영천),750ml,12.5
788,전통주,"코이버펑크, 카베르네 소비뇽 2019",대한민국,코이버펑크,카베르네 소비뇽 포도품종 100% (경북 영천),750ml,12.5
789,전통주,"코이버펑크, 샤르도네 세미용 2018",대한민국,코이버펑크,"샤르도네 포도품종, 세미용 포도품종, 실바너 포도품종",750ml,11.5
790,전통주,탁112클래식,대한민국,탁브루,"정제수, 찹쌀, 국, 효모, 밀함유",750ml,12
791,전통주,송명섭 막걸리,대한민국,태인합동주조장,"국내산쌀, 곡자, 정제수",500ml,6
792,전통주,죽력고,대한민국,태인합동주조장,"국내산쌀, 죽력, 누룩, 정제수",700ml,32
793,전통주,손가네 태종대 개똥쑥생막걸리,대한민국,태종대양조,"정제수, 쌀, 태종대개똥쑥추출물, 입국, 누룩, 정제효소, 이소말토올리고당, 구연산, 아스파탐, 효모",750ml,6
794,전통주,라이코펜 토마토와인,대한민국,토마토와인주식회사,국내산 토마토,"350ml, 500ml",12
795,전통주,녹고의 눈물,대한민국,토향,섬오가피,500ml,16
796,전통주,팔팔막걸리,대한민국,팔팔양조장,"정제수, 쌀(김포산, 김포금쌀), 국, 산도조절제, 효모, 밀함유",750ml,6
797,전통주,풍정사계 추(秋),대한민국,풍정사계,풍정사계 추(秋),500ml,12
798,전통주,풍정사계 춘(春),대한민국,풍정사계,"찹쌀, 향온곡",500ml,15
799,전통주,풍정사계 동(冬),대한민국,풍정사계,"찹쌀, 향온곡",375ml,25
800,전통주,매아랑,대한민국,하동매실 영농조합법인,국내산 매실,750ml,10.7
801,전통주,산머루와인 달콤한 스위트,대한민국,하미앙 와인밸리,산머루,750ml,10.5
802,전통주,산머루와인 깊은맛 드라이,대한민국,하미앙 와인밸리,산머루,750ml,12
803,전통주,오크와인,대한민국,하미앙 와인밸리,산머루,750ml,12
804,전통주,2018년산 하미앙 오크와인,대한민국,하미앙 와인밸리,국내산 산머루,750ml,12
805,전통주,2016년산 하미앙 드라이,대한민국,하미앙 와인밸리,국내산 산머루,"375ml, 750ml",12
806,전통주,2016년산 하미앙 스위트,대한민국,하미앙 와인밸리,국내산 산머루,"375ml, 750ml",10.5
807,전통주,하향주,대한민국,하향주가,찹쌀,750ml,17
808,전통주,나루 생 막걸리 6도,대한민국,한강주조,"정제수, 쌀(국내산), 국, 효모(밀함유)",935ml,6
809,전통주,나루 생 막걸리 11.5도,대한민국,한강주조,"정제수, 쌀(국내산), 국, 효모(밀함유)",500ml,11.5
810,전통주,김수한무,대한민국,한국고량주 농업회사법인,"수수(국내산), 누룩(국내산), 효모(국내산), 정제수",375ml,39
811,전통주,계룡산 산삼주 금수강산 21%,대한민국,한국산삼,"산양산삼, 정제수, 주정",740ml,21
812,전통주,계룡산 산삼주 금수강산 40%,대한민국,한국산삼,"산양산삼, 정제수, 주정",740ml,40
813,전통주,헤베,대한민국,한국애플리즈,사과와인(사과과즙 100%),330ml,9
814,전통주,스타베리오디,대한민국,한국와인,양조용포도(영천),500ml,12
815,전통주,뱅꼬레 아이스와인,대한민국,한국와인,양조용포도(영천),375ml,12
816,전통주,뱅꼬레 로제와인,대한민국,한국와인,양조용포도(영천),375ml,11.5
817,전통주,뱅꼬레 레드와인,대한민국,한국와인,양조용포도(영천),375ml,12
818,전통주,뱅꼬레 화이트와인,대한민국,한국와인,양조용포도(경북 영천),375ml,11
819,전통주,뱅꼬레 더감,대한민국,한국와인,"감, 효모",750ml/375ml,12
820,전통주,불소곡주,대한민국,한산소곡주,"찹쌀, 국내산 멥쌀",700ml,43
821,전통주,한산소곡주,대한민국,한산소곡주,"찹쌀, 국내산 멥쌀","700ml, 1800ml",18
822,전통주,일오백화이트,대한민국,한산소곡주,"찹쌀(국내산), 백미(국내산), 누룩(밀:국내산), 정제수, 야국, 메주콩, 생강, 홍고추",700ml,18
823,전통주,일오백골드,대한민국,한산소곡주,"찹쌀(국내산), 백미(국내산), 누룩(밀:국내산), 정제수, 꿀, 들국화, 생지황, 메주콩, 홍고추",700ml,43
824,전통주,불소주,대한민국,한산소곡주,"멥쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀함유), 효모, 정제수",500ml,41
825,전통주,백송,대한민국,한산소곡주,"멥쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀함유), 효모, 정제수",500ml,16
826,전통주,일오백블루,대한민국,한산소곡주,"찹쌀(국내산), 백미(국내산), 누룩(밀:국내산), 정제수, 꿀, 들국화, 생지황, 메주콩, 생강, 홍고추",700ml,43
827,전통주,한산소곡주 생주,대한민국,한산소곡주,"멥쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀함유), 효모, 정제수","750ml, 1.5L, 1.8L",16
828,전통주,예담은 한산소곡주,대한민국,한산예담은소곡주,"찹쌀, 멥쌀, 누룩, 대두, 구절초",750ml,16
829,전통주,한산예담은 한산소곡화주,대한민국,한산예담은소곡주,"찹쌀, 멥쌀, 누룩, 대두, 구절초",500ml,41
830,전통주,아홉쌀,대한민국,한아양조,"정제수, 멥쌀(국내산), 국, 효모",500ml,9
831,전통주,일곱쌀,대한민국,한아양조,"정제수, 멥쌀(국내산), 국, 효모",500ml,7
832,전통주,열두쌀,대한민국,한아양조,"정제수, 멥쌀(국내산), 국, 효모",500ml,12
833,전통주,한영석 하향주,대한민국,한영석의발효연구소,"찹쌀, 정제수, 한영석 누룩(향미주국)",375ml,13.8
834,전통주,안성맞춤 생막걸리,대한민국,한주양조,"국내산 쌀, 누룩, 효모, 젖산, 정제효소, 정제수",1000ml,6
835,전통주,한주,대한민국,한주양조,"국내산 쌀, 밀누룩, 정제수","360ml, 500ml",35
836,전통주,백구막걸리,대한민국,한통술양조장,"쌀. 설향곡(누룩), 시나몬(스리랑카), 벌꿀, 둥글레, 감초",330ml,8
837,전통주,연꽃담은술,대한민국,한통술이노베이션주식회사,"둥굴레(국내산),개똥쑥(국내산),감초(국내산),향온곡누룩(녹두,보리,밀(국내산)), 사카린나트륨제제(포도당(70%),사카린나트륨(30%)(감미료))",850ml,8
838,전통주,천지향 증류주,대한민국,함평천지복분자(영),국내산 복분자,500ml,40
839,전통주,해남진양주,대한민국,해남진양주,국내산 찹쌀(해남),375ml,16
840,전통주,세인트하우스 모과와인,대한민국,해미읍성딸기와인,모과 80%,500ml,12
841,전통주,세인트하우스 살구와인,대한민국,해미읍성딸기와인,살구 80%,500ml,12
842,전통주,해창 막걸리 9도,대한민국,해창주조장,"햅쌀, 찹쌀, 물, 누룩",900ml,9
843,전통주,냥이탁주 9도,대한민국,행주산성주가,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유","350ml, 500ml",9
844,전통주,냥이탁주 fresh,대한민국,행주산성주가,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유",350ml,5
845,전통주,대관령 복분자주,대한민국,홍지원,국내산 복분자,400ml,16
846,전통주,화백,대한민국,화백,"멥쌀(국내산), 찹쌀(국내산), 누룩(국내산 밀함유), 효모, 정제수",500ml,25
847,전통주,산천어막걸리,대한민국,화천주가,"정제수,팽화미(쌀/외국산),입국(쌀),국(밀),설탕,정제효소제, 효모,아스파탐(감미료,페닐알라닌 함유)",750ml,6
848,전통주,황금보리 증류주 17,대한민국,황금보리(유)농업회사법인,"보리(국내산) 39.9%, 누룩(국내산)3.3%, 효소(액화효소), 효모(향미증진제), 정제수, 과당, 구연산(산도조절제)",375ml,17
849,전통주,황금보리 증류주 25,대한민국,황금보리(유)농업회사법인,"정제수, 보리(국내산) 40.05%, 누룩, 효소(액화효소), 효모, 과당, 구연산(산도조절제)",375ml,25
850,전통주,황금보리 증류주 40,대한민국,황금보리(유)농업회사법인,"보리(국내산) 40.27%, 누룩, 효소(액화효소), 효모(향미증진제), 정제수, 과당, 구연산(산도조절제)",375ml,40
